,pmid,doi_from_pubmed,year,authors,abstract,reference_code,doi_from_Robert,reference_code_in_online_database
266,5912360,,1966,"Jenkins W T, D'Ari L",,66JEN/DAR,,66JEN/DAR_502
267,5946626,,1966,"Verachtert H, Rodriguez P, Bass S T, Hansen R G",,66VER/ROD,,66VER/ROD_707
268,5961285,,1966,"Mudd S H, Klee W A, Ross P D",,66MUD/KLE,10.1021/bi00869a030,66MUD/KLE_345
269,5982377,,1966,"Bergmeyer H U, Moellering H",,66BER/MOE,,66BER/MOE_133
270,5933869,,1966,"Kimata K, Suzuki S",,66KIM/SUZ,,66KIM/SUZ_706
271,5901055,,1966,"Goldemberg S H, Maréchal L R, De Souza B C",,66GOL/MAR,,66GOL/MAR_449
272,5941994,,1966,"Murata T, Sugiyama T, Minamikawa T, Akazawa T",,66MUR/SUG,10.1016/0003-9861(66)90153-6,66MUR/SUG_426
273,5854583,,1965,"Gaudy E T, Wolfe R S","Gaudy, Elizabeth T. (University of Illinois, Urbana), and R. S. Wolfe. Ureidoglycolate synthetase of Streptococcus allantoicus. II. Properties of the enzyme and reaction equilibrium. J. Bacteriol. 90:1531-1536. 1965.-The properties of ureidoglycolate synthetase from Streptococcus allantoicus grown on allantoin were studied, by use of the purified enzyme preparation and crystalline sodium ureidoglycolate. Ureidoglycolate synthetase activity was maximal over the pH range of 8.4 to 8.8. No cofactors were required for the reaction. Enzyme activity was inhibited by p-chloromercuribenzoate at relatively high concentrations, by Hg(++) or Zn(++) ions, and to a lesser extent by several other metal cations. The maximal velocity for the purified ureidoglycolate synthetase, determined graphically from a Lineweaver-Burk plot, was 220 mumoles of glyoxylate formed per min per mg of protein. The substrate concentration required for half-maximal velocity was 3.3 x 10(-2)m. The equilibrium constant for the synthesis of ureidoglycolate was determined in a series of reaction mixtures covering a wide range of initial concentrations of reactants. The position of the equilibrium was not affected by a change in pH or by the presence of enzyme. The equilibrium constant for the reaction in the direction of synthesis was 7.6, corresponding to a negative free energy change of 1,230 cal per mole.",65GAU/WOL,,65GAU/WOL_1226
274,13117926,,1953,"GREEN I, BROWN J R, MOMMAERTS W F",,53GRE/BRO,,53GRE/BRO_634
275,13117879,,1953,"KAPLAN N O, COLOWICK S P, NEUFELD E F",,53KAP/COL,,53KAP/COL_309
276,13117877,,1953,"MITSUHASHI S, LAMPEN J O",,53MIT/LAM,,53MIT/LAM_1324
277,13117873,,1953,"NISONOFF A, BARNES F W, ENNS T",,53NIS/BAR,,53NIS/BAR_499
278,13117866,,1953,BROWN D H,,53BRO,,53BRO_1399
279,13107745,,1953,JONES M E,,53JON,,53JON_1432
280,13092953,,1953,STRECKER H J,,53STR,10.1016/0003-9861(53)90176-3,53STR_274
281,13084616,,1953,"MAHLER H R, WAKIL S J, BOCK R M",,53MAH/WAK,,53MAH/WAK_1436
282,13084582,,1953,"RATNER S, ANSLOW W P, PETRACK B",,53RAT/ANS,,53RAT/ANS_1222
283,13084629,,1953,"HARARY I, KOREY S R, OCHOA S",,53HAR/KOR,,53HAR/KOR_147
284,13061511,,1953,"BURTON R M, STADTMAN E R",,53BUR/STA,,53BUR/STA_240
285,13061508,,1953,"OLSON J A, ANFINSEN C B",,53OLS/ANF,,53OLS/ANF_282
286,13061507,,1953,BODANSKY O,,53BOD,,53BOD_1351
287,13058837,,1953,"BURTON K, WILSON T H",,53BUR/WIL,10.1042/bj0540086,53BUR/WIL_44
288,13058836,,1953,KREBS H A,,53KRE2,10.1042/bj0540082,53KRE2_508
289,13058835,,1953,KREBS H A,,53KRE,10.1042/bj0540078,53KRE_1163
290,13044776,,1953,COHEN S,,53COH,,53COH_1294
291,13034773,,1953,"SIEKEVITZ P, POTTER V R",,53SIE/POT,,53SIE/POT_635
292,13032036,,1953,MASSEY V,,53MAS,10.1042/bj0530072,53MAS_1148
293,12999850,,1952,NEILANDS J B,,52NEI,,52NEI_99
294,12999827,,1952,"FITTING C, DOUDOROFF M",,52FIT/DOU,,52FIT/DOU_419
295,12997210,,1952,"MEYERHOF O, SHATAS R",,52MEY/SHA,10.1016/0003-9861(52)90109-4,52MEY/SHA_815
296,13018181,,1952,"EGGLESTON L V, HEMS R",,52EGG/HEM,10.1042/bj0520156,52EGG/HEM_658
297,12999746,,1952,"STERN J R, OCHOA S, LYNEN F",,52STE/OCH,,52STE/OCH_145
298,12981017,,1952,"STRECKER H J, KORKES S",,52STR/KOR,,52STR/KOR_158
299,12980996,,1952,STADTMAN E R,,52STA,,52STA_394
300,13746411,,1961,"SANWAL B D, ZINK M W",,61SAN/ZIN,10.1016/0003-9861(61)90070-4,61SAN/ZIN_288
301,13753209,,1961,"KORNFELD S, GLASER L",,61KOR/GLA,,61KOR/GLA_703
302,13682344,,1961,ALEXANDER J K,,61ALE,,61ALE_444
303,13684982,,1961,"ATKINSON M R, JOHNSON E, MORTON R K",,61ATK/JOH,10.1042/bj0790012,61ATK/JOH_772
304,13684980,,1961,"ATKINSON M R, BURTON R M, MORTON R K",,61ATK/BUR,10.1042/bj0780813,61ATK/BUR_640
305,13719876,,1961,"DATTA A G, RACKER E",,61DAT/RAC,,61DAT/RAC_368
306,13753903,,1961,"KRAKOW G, VENNESLAND B",,61KRA/VEN,,61KRA/VEN_268
307,13681649,,1960,"AGOSIN M, ARAVENA L",,60AGO/ARA,,60AGO/ARA_1336
308,13748745,,1960,"SCHUEGRAF A, RATNER S, WARNER R C",,60SCH/RAT,,60SCH/RAT_1444
309,13730045,,1960,"O'CONNOR R J, HALVORSON H O",,60OCO/HAL,10.1016/0003-9861(60)90503-8,60OCO/HAL_269
310,13673030,,1959,"McQUATE J T, UTTER M F",,59MCQ/UTT,,59MCQ/UTT_565
311,13672973,,1959,"TABOR H, WYNGARDEN L",,59TAB/WYN,,59TAB/WYN_355
312,13672971,,1959,"STROMINGER J L, SMITH M S",,59STR/SMI,,59STR/SMI_702
313,13672968,,1959,"MILLER R W, LUKENS L N, BUCHANAN J M",,59MIL/LUK,,59MIL/LUK_1225
314,13672942,,1959,"DEN H, ROBINSON W G, COON M J",,59DEN/ROB,,59DEN/ROB_190
315,13664648,,1959,"SHOCKLEY T E, PRIDE H S",,59SHO/PRI,,59SHO/PRI_216
316,13654294,,1959,"SCOTT E M, JAKOBY W B",,59SCO/JAK,,59SCO/JAK_526
317,13641268,,1959,"DE LA HABA G, CANTONI G L",,59HAB/CAN,,59HAB/CAN_951
318,13641247,,1959,"VAGELOS P R, EARL J M, STADTMAN E R",,59VAG/EAR,,59VAG/EAR_1221
319,13630903,,1959,"BARKER H A, SMYTH R D, WILSON R M, WEISSBACH H",,59BAR/SMY,,59BAR/SMY_1214
320,13630886,,1959,"ITO N, GRISOLIA S",,59ITO/GRI,,59ITO/GRI_1392
321,13630884,,1959,KRIMSKY I,,59KRI,,59KRI_564
322,13628584,,1959,"BENZINGER T, KITZINGER C, HEMS R, BURTON K",,59BEN/KIT,10.1042/bj0710400,59BEN/KIT_990
323,13628583,,1959,"KITZINGER C, HEMS R",,59KIT/HEM,10.1042/bj0710395,59KIT/HEM_991
324,13610916,,1959,"SANADI D R, LANGLEY M, SEARLS R L",,59SAN/LAN,,59SAN/LAN_326
325,13610869,,1958,"MALEY F, OCHOA S",,58MAL/OCH,,58MAL/OCH_673
326,13598730,,1958,FROMM H J,,58FRO2,,58FRO2_187
327,13587526,,1958,"WILSON L G, BANDURSKI R S",,58WIL/BAN,,58WIL/BAN_681
328,13575437,,1958,"ROBBINS P W, LIPMANN F",,58ROB/LIP,,58ROB/LIP_678
329,13575417,,1958,"LANGER L J, ENGEL L L",,58LAN/ENG,,58LAN/ENG_194
330,13560389,,1958,"TURNER D H, TURNER J F",,58TUR/TUR,10.1042/bj0690448,58TUR/TUR_684
331,13549442,,1958,"WOLIN M J, SIMPSON F J, WOOD W A",,58WOL/SIM,,58WOL/SIM_1265
332,13534693,,1958,"YOUNG H L, PACE N",,58YOU/PAC,10.1016/0003-9861(58)90403-x,58YOU/PAC_45
333,13539036,,1958,"BURMA D P, HORECKER B L",,58BUR/HOR,,58BUR/HOR_1264
334,13539034,,1958,"HEATH E C, HORECKER B L, SMYRNIOTIS P Z, TAKAGI Y",,58HEA/HOR,,58HEA/HOR_1297
335,13534662,,1958,"TABACHNICK M, SRERE P A, COOPER J, RACKER E",,58TAB/SRE,10.1016/0003-9861(58)90003-1,58TAB/SRE_1335
336,13538966,,1958,"CABIB E, LELOIR L F",,58CAB/LEL,,58CAB/LEL_432
337,13596394,,1958,"NOLTMANN E, BRUNS F H",,58NOL/BRU,,58NOL/BRU_1353
338,13596391,,1958,"BRUNS F H, NOLTMANN E, VAHLHAUS E",,58BRU/NOL,,58BRU/NOL_1334
339,13502367,,1957,"GREGORY J D, LIPMANN F",,57GRE/LIP,,57GRE/LIP_716
340,13488919,,1957,CALLAGHAN O H,,57CAL,10.1042/bj0670651,57CAL_638
341,13499474,,1957,"VLADIMIROV G E, VLASOVA V G, KOLOTILOVA A I, LYZLOVA S N, PANTELEEVA N S",,57VLA/VLA,,57VLA/VLA_545
342,13491582,,1957,"SMITH R A, GUNSALUS I C",,57SMI/GUN,,57SMI/GUN_1114
343,13491567,,1957,MAXWELL E S,,57MAX,,57MAX_1249
344,13475367,,1957,"RODWELL V W, TOWNE J C, GRISOLIA S",,57ROD/TOW,,57ROD/TOW_1390
345,13475309,,1957,"FLAKS J G, ERWIN M J, BUCHANAN J M",,57FLA/ERW,,57FLA/ERW_476
346,13449064,,1957,"KARASEK M A, GREENBERG D M",,57KAR/GRE,,57KAR/GRE_347
347,13428737,,1957,"ASHWELL G, HICKMAN J",,57ASH/HIC,,57ASH/HIC_1246
348,13416257,,1957,"ROBINSON W G, COON M J",,57ROB/COO,,57ROB/COO_122
349,13416220,,1957,"HOLLMANN S, TOUSTER O",,57HOL/TOU,,57HOL/TOU_56
350,13522707,,1957,"HOLZER H, HOLLDORF A",,57HOL/HOL,,57HOL/HOL_113
351,13426146,,1957,HOHORST H J,,57HOH,,57HOH_102
352,13398392,,1957,"BOYER P D, ROBBINS E A",,57ROB/BOY,,57ROB/BOY_544
353,13385247,,1956,"HORECKER B L, HURWITZ J",,56HUR/HOR,,56HUR/HOR_1244
354,13385236,,1956,"COWGILL R W, PIZER L I",,56COW/PIZ,,56COW/PIZ_1389
355,13373810,,1956,"DICKENS F, WILLIAMSON D H",,56DIC/WIL,10.1042/bj0640567,56DIC/WIL_1333
356,13363434,,1956,"BOWEN W J, KERWIN T D",,56BOW/KER,10.1016/0003-9861(56)90270-3,56BOW/KER_637
357,13366975,,1956,"CARTER C E, COHEN L H",,56CAR/COH,,56CAR/COH_1224
358,13357478,,1956,"CIOTTI M M, KAPLAN N O, STOLZENBACH F E",,56KAP/CIO,,56KAP/CIO_278
359,13355454,,1956,"RATNER S, ROCHOVANSKY O",,56RAT/ROC,10.1016/0003-9861(56)90044-3,56RAT/ROC_364
360,13345810,,1956,"HAKALA M T, GLAID A J, SCHWERT G W",,56HAK/GLA,,56HAK/GLA_100
361,13345796,,1956,STERN J R,,56STE,,56STE_720
362,13345795,,1956,"STERN J R, COON M J, DEL CAMPILLO A, SCHNEIDER M C",,56STE/COO,,56STE/COO_719
363,13331936,,1956,"ALEXANDER N, GREENBERG D M",,56ALE/GRE,,56ALE/GRE_348
364,13319331,,1956,"AMES B N, HORECKER B L",,56AME/HOR,,56AME/HOR_519
365,13314642,,1956,"RAMASARMA T, GIRI K V",,56RAM/GIR,10.1016/0003-9861(56)90091-1,56RAM/GIR_1352
366,13319297,,1956,REISSIG J L,,56REI,,56REI_1407
367,13319278,,1956,"GREEN M, COHEN S S",,56GRE/COH,,56GRE/COH_1296
368,13295248,,1956,"STERN J R, DEL CAMPILLO A",,56STE/DEL,,56STE/DEL_1178
369,13295245,,1956,"PODOLSKY R J, MORALES M F",,56POD/MOR,,56POD/MOR_1078
370,13295236,,1956,"WOLFF J B, KAPLAN N O",,56WOL/KAP,,56WOL/KAP_76
371,13295228,,1956,"STUMPF P K, HORECKER B L",,56STU/HOR,,56STU/HOR_1245
372,13295222,,1956,"TALALAY P, MARCUS P I",,56TAL/MAR,,56TAL/MAR_179
373,13292912,,1956,"LARNER J, JACKSON W T, GRAVES D J, STAMER J R",,56LAR/JAC,10.1016/0003-9861(56)90437-4,56LAR/JAC_77
374,13354402,,1956,"FEUER G, WOLLEMANN M",,56FEU/WOL,,56FEU/WOL_557
375,13278359,,1956,"PALLERONI N J, DOUDOROFF M",,56PAL/DOU,,56PAL/DOU_1344
376,13278351,,1956,TOMKINS G M,,56TOM,,56TOM_173
377,13271421,,1955,"PODOLSKY R J, STURTEVANT J M",,55POD/STU,,55POD/STU_1072
378,13271408,,1955,"WILLIAMS V R, MCINTYRE R T",,55WIL/MCI,,55WIL/MCI_1208
379,13271335,,1955,ZELITCH I,,55ZEL,,55ZEL_88
380,13252014,,1955,"KAUFMAN S, ALIVISATOS S G",,55KAU/ALI,,55KAU/ALI_1438
381,13252007,,1955,"GLASER L, BROWN D H",,55GLA/BRO,,55GLA/BRO_162
382,13221579,,1954,"ROSE I A, GRUNBERG-MANAGO M, KOREY S R, OCHOA S",,54ROS/GRU,,54ROS/GRU_573
383,13211662,,1954,"STRECKER H J, HARARY I",,54STR/HAR,,54STR/HAR_38
384,13211661,,1954,CHARALAMPOUS F C,,54CHA,,54CHA_1086
385,13211620,,1954,"SISTROM W R, STANIER R Y",,54SIS/STA,,54SIS/STA_1428
386,13211603,,1954,"BERG P, JOKLIK W K",,54BER/JOK,,54BER/JOK_665
387,13192139,,1954,"AXELROD B, JANG R",,54AXE/JAN,,54AXE/JAN_1331
388,13192082,,1954,"LEVINTOW L, MEISTER A",,54LEV/MEI,,54LEV/MEI_1439
389,13159356,,1954,"WILLIAMS-ASHMAN H G, BANKS J",,54WIL/BAN,10.1016/0003-9861(54)90072-7,54WIL/BAN_66
390,13174544,,1954,GOLDMAN D S,,54GOL,,54GOL_406
391,13174537,,1954,"HANSEN R G, CRAINE E M",,54HAN/CRA,,54HAN/CRA_1261
392,13163076,,1954,"LIEBERMAN I, KORNBERG A",,54LIE/KOR,,54LIE/KOR_1039
393,13163068,,1954,"UTTER M F, KURAHASHI K",,54UTT/KUR,,54UTT/KUR_1082
394,13163047,,1954,"WAKIL S J, GREEN D E, MII S, MAHLER H R",,54WAK/GRE,,54WAK/GRE_126
395,13159289,,1954,"MARR A G, WILSON P W",,54MAR/WIL,10.1016/0003-9861(54)90211-8,54MAR/WIL_1234
396,13139680,,1954,"BOWEN W J, KERWIN T D",,54BOW/KER,10.1016/0003-9861(54)90176-9,54BOW/KER_636
397,13143026,,1954,HELE P,,54HEL,,54HEL_1435
398,13130521,,1954,"GREEN D E, MII S, MAHLER H R, BOCK R M",,54GRE/MII,,54GRE/MII_264
399,13129261,,1953,"TALALAY P, DOBSON M M",,53TAL/DOB,,53TAL/DOB_178
400,14321375,,1965,"BAHR J T, CATHOU R E, HAMMES G G",,65BAH/CAT,,65BAH/CAT_854
401,14321365,,1965,"BULOS B, HANDLER P",,65BUL/HAN,,65BUL/HAN_510
402,14321360,,1965,"CANNATA J J, FOCESI A, MAZUMDER R, WARNER R C, OCHOA S",,65CAN/FOC,,65CAN/FOC_1420
403,14304839,,1965,"ANDERSON R L, ALLISON D P",,65AND/ALL,,65AND/ALL_1375
404,14299613,,1965,"SHAH D H, CLELAND W W, PORTER J W",,65SHA/CLE,,65SHA/CLE_1383
405,14299608,,1965,"MAYER R M, GINSBURG V",,65MAY/GIN,,65MAY/GIN_705
406,14285511,,1965,"UYEDA K, RABINOWITZ J C",,65UYE/RAB,,65UYE/RAB_354
407,14285488,,1965,"GHOSH S, ROSEMAN S",,65GHO/ROS2,,65GHO/ROS2_1272
408,14285487,,1965,"GHOSH S, ROSEMAN S",,65GHO/ROS,,65GHO/ROS_1274
409,14284729,,1965,STRECKER H J,,65STR,,65STR_520
410,14284712,,1965,YOSHIDA A,,65YOS,,65YOS_132
411,14348207,,1965,"TATE S S, DATTA S P","1. A method of preparation and purification of citrate oxaloacetate-lyase (EC 4.1.3.6) from Aerobacter aerogenes is described. 2. The equilibrium of this reaction has been determined at pH 8.4 and 25 degrees . It has been shown that K, i.e. [citrate(3-)]/[oxaloacetate(keto) (2-)][acetate (-)], is 3.08+/-0.72, but that K(app.), i.e. [total citrate]/[total oxaloacetate][total acetate], is markedly affected by the initial concentrations of the reactants and magnesium. 3. The free-energy change during the cleavage of citrate has been calculated and compared with data from other sources. 4. The free energy of hydrolysis of acetyl-CoA has been evaluated from the present data. 5. A detailed knowledge of the interactions of the reactants with metal ions has been shown to be important in the calculation of the equilibrium constant and related thermodynamic functions.",65TAT/DAT,10.1042/bj0940470,65TAT/DAT_1126
412,14346088,,1965,"DAWKINS P D, DICKENS F","1. The interconversion of hydroxypyruvate and l-glycerate in the presence of NAD and rat-liver l-lactate dehydrogenase has been demonstrated. Michaelis constants for these substrates together with an equilibrium constant have been determined and compared with those for pyruvate and l-lactate. 2. The presence of d-glycerate dehydrogenase in rat liver has been confirmed and the enzyme has been purified 16-20-fold from the supernatant fraction of a homogenate, when it is free of l-lactate dehydrogenase, with a 23-29% recovery. The enzyme catalyses the interconversion of hydroxypyruvate and d-glycerate in the presence of either NAD or NADP with almost equal efficiency. d-Glycerate dehydrogenase also catalyses the reduction of glyoxylate, but is distinct from l-lactate dehydrogenase in that it fails to act on pyruvate, d-lactate or l-lactate. The enzyme is strongly dependent on free thiol groups, as shown by inhibition with p-chloromercuribenzoate, and in the presence of sodium chloride the reduction of hydroxypyruvate is activated. Michaelis constants for these substrates of d-glycerate dehydrogenase and an equilibrium constant for the NAD-catalysed reaction have been calculated. 3. An explanation for the lowered V(max.) with d-glycerate as compared with dl-glycerate for the rabbit-kidney d-alpha-hydroxy acid dehydrogenase has been proposed.",65DAW/DIC,10.1042/bj0940353,65DAW/DIC_114
413,14275142,,1965,"KATZEN H M, BUCHANAN J M",,65KAT/BUC,,65KAT/BUC_321
414,14285233,,1965,"EICHHORN M M, CYNKIN M A",,65EIC/CYN,10.1021/bi00877a024,65EIC/CYN_214
415,14256957,,1965,"KAZIRO Y, GROSSMAN A, OCHOA S",,65KAZ/GRO,,65KAZ/GRO_1447
416,14253449,,1965,"BESSMAN M J, HERRIOTT S T, ORR M J",,65BES/HER,,65BES/HER_671
417,14247682,,1964,"MCNUTT W S, DAMLE S P",,64MCN/DAM,,64MCN/DAM_1429
418,14257584,,1964,AVIGAD G,,64AVI,,64AVI_424
419,14245410,,1964,"MELOCHE H P, WOOD W A",,64MEL/WOO,,64MEL/WOO_1106
420,14245401,,1964,"MOORE E C, REICHARD P, THELANDER L",,64MOO/REI,,64MOO/REI_318
421,14245371,,1964,"BARKER H A, ROOZE V, SUZUKI F, IODICE A A",,64BAR/ROO,,64BAR/ROO_1419
422,14245350,,1964,"PREISS J, WOOD E",,64PRE/WOO,,64PRE/WOO_699
423,14235536,,1964,"KELLERMEYER R W, ALLEN S H, STJERNHOLM R, WOOD H G",,64KEL/ALL,,64KEL/ALL_1421
424,14235524,,1964,"WILSON D B, HOGNESS D S",,64WIL/HOG,,64WIL/HOG_1252
425,14193832,,1964,"MAITRA U, DEKKER E E",,64MAI/DEK,,64MAI/DEK_1132
426,14189888,,1964,"ADAMS E, NORTON I L",,64ADA/NOR,,64ADA/NOR_1240
427,14155095,,1964,"HENSON C P, CLELAND W W",,64HEN/CLE,10.1021/bi00891a007,64HEN/CLE_500
428,14154441,,1964,"ASPEN A J, JAKOBY W B",,64ASP/JAK,,64ASP/JAK_215
429,14114860,,1964,"LOWRY O H, PASSONNEAU J V",,64LOW/PAS,,64LOW/PAS_1394
430,14102876,,1964,"BOJANOWSKI R, GAUDY E, VALENTINE R C, WOLFE R S","Bojanowski, R. (University of Illinois, Urbana), Elizabeth Gaudy, R. C. Valentine, and R. S. Wolfe. Oxamic transcarbamylase of Streptococcus allantoicus. J. Bacteriol. 87:75-80. 1964.-An improved colorimetric assay for carbamyl oxamate, which allows the precise measurement of the activity of oxamic transcarbamylase, has been developed. Activity is maximum over the pH range from 8.3 to 8.7. A cation requirement is satisfied by 2.5 x 10(-3)m Mg(++) or Mn(++). The equilibrium constant for the phosphorolysis of carbamyl oxamic acid is 1.6, corresponding to a negative free energy change of -285 cal per mole.",64BOJ/GAU,,64BOJ/GAU_363
431,14086726,,1963,"SCOTT E M, DUNCAN I W, EKSTRAND V",,63SCO/DUN,,63SCO/DUN_313
432,14109209,,1963,"EHRENFELD E, MARBLE S J, MEISTER A",,63EHR/MAR,,63EHR/MAR_993
433,14109183,,1963,"EDMUNDOWICZ J M, WRISTON J C",,63EDM/WRI,,63EDM/WRI_195
434,14093907,,1963,"JENCKS W P, CAPLOW M, GILCHRIST M, KALLEN R G",,63JEN/CAP,10.1021/bi00906a024,63JEN/CAP_970
435,14095156,,1963,"DOMAGK G F, ZECH R",,63DOM/ZEC,,63DOM/ZEC_1372
436,14085400,,1963,"MATHEWS C K, HUENNEKENS F M",,63MAT/HUE,,63MAT/HUE_297
437,14063286,,1963,"HARVEY R J, COLLINS E B",,63HAR/COL,,63HAR/COL_1125
438,14063285,,1963,"SLY W S, STADTMAN E R",,63SLY/STA,,63SLY/STA_401
439,14075112,,1963,"HINES M C, WOLFE R G",,63HIN/WOL,10.1021/bi00904a025,63HIN/WOL_1355
440,13963148,,1963,"FRITZ I B, SCHULTZ S K, SRERE P A",,63FRI/SCH,,63FRI/SCH_389
441,14012144,,1963,"ALLEN S H, KELLERMEYER R, STJERNHOLM R, JACOBSON B, WOOD H G",,63ALL/KEL,,63ALL/KEL_1278
442,13972708,,1963,QUAYLE J R,,63QUA,10.1042/bj0870368,63QUA_260
443,13970089,,1963,"BECK W S, LEVIN M",,63BEC/LEV,,63BEC/LEV_472
444,13936004,,1963,"MONDER C, WHITE A",,63MON/WHI,,63MON/WHI_219
445,14087295,,1963,"MEISTER A, BUKENBERGER M W, STRASSBURGER M",,63MEI/BUK,,63MEI/BUK_1196
446,14087284,,1963,"BERGMEYER H U, HOLZ G, KLOTZSCH H, LANG G",,63BER/HOL,,63BER/HOL_396
447,13955484,,1963,HUENNEKENS F M,,63HUE,10.1021/bi00901a027,63HUE_296
448,13932735,,1963,"MAPSON L W, ISHERWOOD F A",,63MAP/ISH,10.1042/bj0860173,63MAP/ISH_312
449,14001018,,1962,"WILSON E M, SNELL E E",,62WIL/SNE,,62WIL/SNE_360
450,13907490,,1962,"HIMES R H, RABINOWITZ J C",,62HIM/RAB,,62HIM/RAB_1442
451,13898172,,1962,"GHALAMBOR M A, HEATH E C",,62GHA/HEA,,62GHA/HEA_1107
452,13874013,,1962,"BRUNETTI P, JOURDIAN G W, ROSEMAN S",,62BRU/JOU,,62BRU/JOU_1122
453,13903809,,1962,"HALENZ D R, FENG J Y, HEGRE C S, LANE M D",,62HAL/FEN,,62HAL/FEN_1446
454,13877918,,1962,"CHAKRAVORTY M, VEIGA L A, BACILA M, HORECKER B L",,62CHA/VEI,,62CHA/VEI_72
455,14490617,,1962,"RAVAL D N, WOLFE R G",,62RAV/WOL,10.1021/bi00908a012,62RAV/WOL_130
456,13912428,,1962,"SHUSTER C W, DOUDOROFF M",,62SHU/DOU,,62SHU/DOU_119
457,14472566,,1962,MENDICINO J,,62MEN,,62MEN_672
458,14459507,,1962,"KREBS H A, MELLANBY J, WILLIAMSON D H",,62KRE/MEL,10.1042/bj0820096,62KRE/MEL_118
459,14463407,,1961,LEDER I G,,61LED,,61LED_488
460,14008731,,1961,YAMADA E W,,61YAM,,61YAM_485
461,13900766,,1961,"GOTTO A M, KORNBERG H L",,61GOT/KOR,10.1042/bj0810273,61GOT/KOR_191
462,13897360,,1961,"GAWRON O, GLAID A J, BOYLE R E, ODSTRCHEL G",,61GAW/GLA,10.1016/0003-9861(61)90136-9,61GAW/GLA_974
463,13780711,,1961,"VENKATARAMAN R, RACKER E",,61VEN/RAC,,61VEN/RAC_373
464,13781723,,1961,"VLADIMIROVA G E, KOMKOVA A I, FEDOROVA N A",,61VLA/KOM,,61VLA/KOM_827
465,13785328,,1961,"WILKINSON J S, WILLIAMS V R",,61WIL/WIL,10.1016/0003-9861(61)90318-6,61WIL/WIL_1209
466,13786500,,1961,"WOOD H G, STJERNHOLM R",,61WOO/STJ,10.1073/pnas.47.3.289 ,61WOO/STJ_361
467,13769376,,1960,MENDICINO J,,60MEN,,60MEN_429
468,13811398,,1960,"COMB D G, ROSEMAN S",,60COM/ROS,,60COM/ROS_1117
469,14408402,,1960,"KAHANA S E, LOWRY O H, SCHULZ D W, PASSONNEAU J V, CRAWFORD E J",,60KAH/LOW,,60KAH/LOW_1354
470,13830319,,1960,"GUPTA N K, ROBINSON W G",,60GUP/ROB,,60GUP/ROB_186
471,13794771,,1960,"ASHWELL G, WAHBA A J, HICKMAN J",,60ASH/WAH,,60ASH/WAH_1369
472,14434864,,1960,"PRICER W E, HORECKER B L",,60PRI/HOR,,60PRI/HOR_1087
473,14427301,,1960,"NIRENBERG M W, JAKOBY W B",,60NIR/JAK,,60NIR/JAK_193
474,14412847,,1960,"KURAHASHI K, SUGIMURA A",,60KUR/SUG,,60KUR/SUG_696
475,13821949,,1960,"FEINGOLD D S, NEUFELD E F, HASSID W Z",,60FEI/NEU,,60FEI/NEU_1270
476,14404999,,1960,"KAY L D, OSBORN M J, HATEFI Y, HUENNEKENS F M",,60KAY/OSB,,60KAY/OSB_1057
477,13801272,,1960,BLAKLEY R L,,60BLA,10.1042/bj0740071,60BLA_349
478,13825045,,1959,FRIEDEN C,,59FRI,,59FRI_283
479,13806976,,1959,"CALLAGHAN O H, WEBER G",,59CAL/WEB,10.1042/bj0730473,59CAL/WEB_639
480,14427582,,1959,"NORDLIE R C, FROMM H J",,59NOR/FRO,,59NOR/FRO_188
481,14409347,,1959,"KIRKLAND R J, TURNER J F",,59KIR/TUR,10.1042/bj0720716,59KIR/TUR_663
482,14402710,,1959,HOLLMANN S,,59HOL,10.1515/bchm2.1959.317.1.193,59HOL_57
483,14392176,,1955,"LIEBERMAN I, KORNBERG A, SIMMS E S",,55LIE/KOR2,,55LIE/KOR2_664
484,14392174,,1955,"LIEBERMAN I, KORNBERG A, SIMMS E S",,55LIE/KOR,,55LIE/KOR_480
485,14367373,,1955,"CARDINI C E, LELOIR L F, CHIRIBOGA J",,55CAR/LEL,,55CAR/LEL_423
486,14367339,,1955,"YANIV H, GILVARG C",,55YAN/GIL,,55YAN/GIL_83
487,14367287,,1955,"THORNE C B, GOMEZ C G, HOUSEWRIGHT R D",,55THO/GOM,,55THO/GOM_1235
488,14353905,,1955,"BLACK S, WRIGHT N G",,55BLA/WRI3,,55BLA/WRI3_37
489,14353904,,1955,"BLACK S, WRIGHT N G",,55BLA/WRI2,,55BLA/WRI2_242
490,14353903,,1955,"BLACK S, WRIGHT N G",,55BLA/WRI,,55BLA/WRI_587
491,14353883,,1955,"HORECKER B L, SMYRNIOTIS P Z",,55HOR/SMY,,55HOR/SMY_371
492,14924668,,1952,"NARROD S A, WOOD W A",,52NAR/WOO,10.1016/s0003-9861(52)80026-8,52NAR/WOO_1237
493,14915545,,1952,"BAUER C R, GEMMILL C L",,52BAU/GEM,10.1016/s0003-9861(52)80055-4,52BAU/GEM_996
494,14907738,,1951,"ROWEN J W, KORNBERG A",,51ROW/KOR,,51ROW/KOR_465
495,14858331,,1951,BLAKLEY R L,,51BLA,10.1042/bj0490257,51BLA_65
496,14841188,,1951,"WOOD W A, GUNSALUS I C",,51WOO/GUN,,51WOO/GUN_1233
497,14841149,,1951,"FRUTON J S, JOHNSTON R B, FRIED M",,51FRU/JOH,,51FRU/JOH_971
498,14830226,,1951,BLISS A F,,51BLI,10.1016/0003-9861(51)90206-8,51BLI_35
499,14794671,,1950,SLEIN M W,,50SLE,,50SLE_1350
