NIST_index,NIST_index,du_index,noor_index,Enzyme:,KEGG Reaction:,CID Reaction:,EC Value:,Reaction:,Reference:,Reference ID:,T [K],pH,Keq,Ionic strength [molal],Experimental conditions,solutes [molal],Buffer:,Ionic strength [mol/dm^3],-log[Mg+2],Km',Enthalpy [kJ/mol],Method:,solutes [mol/dm^3]
4459,,,2065,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.88,3.48,,None = -log[Mg+2],,,,,,spectrophotometry,spectrophotometry,
4460,,,2066,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,8.08,4.2,,None = -log[Mg+2],,,,,,spectrophotometry,spectrophotometry,
4461,,,2067,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.5,2.91,,None = -log[Mg+2],,,,,,spectrophotometry,spectrophotometry,
4462,,,2068,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.9,3.51,,None = -log[Mg+2],,,,,,spectrophotometry,spectrophotometry,
4463,,,2069,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.28,3.48,,None = -log[Mg+2],,,,,,spectrophotometry,spectrophotometry,
4464,,,2070,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.29,3.21,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4465,,,2071,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.34,3.1,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4466,,,2072,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.34,3.21,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4467,,,2073,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.49,3.63,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4468,,,2074,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.49,3.68,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4469,,,2075,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.55,3.84,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4470,,,2076,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.74,4.09,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4471,,,2077,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.74,4.37,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4472,,,2078,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.78,4.26,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4473,,,2079,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.84,4.26,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4474,,,2080,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7,4.38,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4475,,,2081,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7,4.52,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4476,,,2082,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7,4.68,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4477,,,2083,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.12,4.4,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4478,,,2084,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.12,4.8,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4479,,,2085,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.12,4.8,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4480,,,2086,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.38,4.56,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4481,,,2087,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.38,4.64,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4482,,,2088,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.38,5,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4483,,,2089,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.46,4.68,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4484,,,2090,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.46,4.82,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4485,,,2091,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.46,4.86,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4486,,,2092,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.88,5.06,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4487,,,2093,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.88,5.1,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4488,,,2094,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.88,5.92,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4489,,,2095,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.94,5.15,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4490,,,2096,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,8.25,5.08,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4491,,,2097,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.5,3.19,,None = -log[Mg+2],,,,,,spectrophotometry,spectrophotometry,
4492,,,2098,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.34,3.36,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4493,,,2099,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.84,4,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4494,,,2100,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.85,4.71,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4495,,,2101,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,8.25,4.97,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4496,,,2102,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,8,5,,None = -log[Mg+2],,,,,3,spectrophotometry,spectrophotometry,
4497,,,2103,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.5,4.29,,None = -log[Mg+2],,,,,2,spectrophotometry,spectrophotometry,
4498,,,2104,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,5.92,2.12,,None = -log[Mg+2],,,,,,spectrophotometry,spectrophotometry,
4499,,,2105,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.23,3.32,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4500,,,2106,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.23,3.32,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4501,,,2107,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.55,3.61,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4502,,,2108,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7,4.43,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4503,,,2109,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.38,4.7,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4504,,,2110,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.88,5.25,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4505,,,2111,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.16,4.8,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4506,,,2112,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,8.25,5.25,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4507,,,2113,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,307.5,7.5,5.28,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4508,,,2114,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,8.25,5.05,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4509,,,2115,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.43,3.78,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4510,,,2116,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.84,4.24,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4511,,,2117,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.16,4.97,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4512,,,2118,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.85,5.25,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4513,,,2119,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.13,2.76,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4514,,,2120,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,8.08,3.27,,None = -log[Mg+2],,,,,,spectrophotometry,spectrophotometry,
4515,,,2121,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6,2.65,,None = -log[Mg+2],,,,,2,spectrophotometry,spectrophotometry,
4516,,,2122,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.28,3.89,,None = -log[Mg+2],,,,,,spectrophotometry,spectrophotometry,
4517,,,2123,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.9,3.16,,None = -log[Mg+2],,,,,,spectrophotometry,spectrophotometry,
4518,,,2124,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6.13,2.55,,None = -log[Mg+2],,,,,2.1,spectrophotometry,spectrophotometry,
4519,,,2125,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,5.92,2.32,,None = -log[Mg+2],,,,,,spectrophotometry,spectrophotometry,
4520,,,2126,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6,2.5,,None = -log[Mg+2],,,,,3,spectrophotometry,spectrophotometry,
4521,,,2127,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,6,2.5,,,,,,,3,spectrophotometry,,
4522,,,2128,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,,4.2.1.11,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),,57WOL/BAL,298.15,7.94,5.25,,,,,,,2.1,spectrophotometry,,
4523,,,2137,#NAME?,kegg:C00089 + kegg:C00001 = kegg:C00031 + kegg:C00095,,3.2.1.26,sucrose(aq) + H2O(l) = D-glucose(aq) + D-fructose(aq),,94REK/SCH,298.15,4.94,,,,,,,,,calorimetry,,
4524,,,2159,"glucan 1,4--glucosidase",kegg:C00252 + kegg:C00001 = 2 kegg:C00031,,3.2.1.3,isomaltose(aq) + H2O(l) = 2 D-glucose(aq),,65TAK/YOS,298.15,4.5,,,,,,,,,calorimetry,,
4525,,,2161,alanine racemase,kegg:C00041 = kegg:C00133,,5.1.1.1,L-alanine(aq) = D-alanine(aq),,03WAT/YAM,310.15,9,1.1,,None = -log[Mg+2],,,,,,chromatography,chromatography,
4526,,,2195,"glucan 1,4--glucosidase",kegg:C00208 + kegg:C00001 = 2 kegg:C00031,,3.2.1.3,maltose(aq) + H2O(l) = 2 D-glucose(aq),,80BEY/ROE,328,,197,,None = -log[Mg+2],,,,,,HPLC,HPLC,
4527,,,2234,UDPglucose 4-epimerase,kegg:C00029 = kegg:C00052,,5.1.3.2,UDPglucose(aq) = UDPgalactose(aq),,83PIL/HAN,310.15,,0.38,,None = -log[Mg+2],,,,,,radioactivity,radioactivity,
4528,,,2261,",-trehalose phosphorylase",kegg:C01083 + kegg:C00009 = kegg:C00031 + kegg:C00103,,2.4.1.64,",-trehalose(aq) + orthophosphate(aq) = D-glucose(aq) + D-glucose 1-phosphate(aq)",,72MAR/BEL,310.15,6.3,0.059,,None = -log[Mg+2],,,,,,enzymatic assay and spectrophotometry,enzymatic assay and spectrophotometry,
4529,,,2262,",-trehalose phosphorylase",kegg:C01083 + kegg:C00009 = kegg:C00031 + kegg:C00103,,2.4.1.64,",-trehalose(aq) + orthophosphate(aq) = D-glucose(aq) + D-glucose 1-phosphate(aq)",,72MAR/BEL,310.15,7,0.24,,None = -log[Mg+2],,,,,,enzymatic assay and spectrophotometry,enzymatic assay and spectrophotometry,
4530,,,2264,GTP cyclohydrolase I,kegg:C00044 + kegg:C00001 = kegg:C05922,,3.5.4.16,"GTP(aq) + H2O(l) = ((2R,3S,4R,5R)-5-(2-amino-5-formamido-6-oxo-3,6-dihydropyrimidin-4-ylamino)-3,4-dihydroxytetrahydrofuran-2-yl)methyl tetrahydrogen triphosphate(aq)",,99BRA/FIS,303.15,7,0.1,,None = -log[Mg+2],,,,,,spectrophotometry and NMR,spectrophotometry and NMR,
4531,,,2274,alkaline phosphatase,kegg:C00074 + kegg:C00001 = kegg:C00022 + kegg:C00009,,3.1.3.1,phosphoenolpyruvate(aq) + H2O(l) = pyruvate(aq) + orthophosphate(aq),,03GOL/TEW,298.15,7.62,,,,0.33,,,,,calorimetry,,
4532,,4224,2298,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,4.3.1.1 & 1.1.1.37,(S)-malate(aq) + NAD(ox)(aq) = oxaloacetate(aq) + NAD(red)(aq),,98URB/BRA,298.15,8,6.65E-05,,None = -log[Mg+2],,,,,,spectrophotometry, chemical analysis and spectrophotometry,
4533,,,2308,ADP-glucose phosphorylase,kegg:C00008 + kegg:C00103 = kegg:C00498 + kegg:C00009,,2.7.7,ADP(aq) + D-glucose 1-phosphate(aq) = ADPglucose(aq) + orthophosphate(aq),,06MCC/ARA,298.15,7,0.2,,None = -log[Mg+2],,,,,,spectrophotometry and enzymatic assay,spectrophotometry and enzymatic assay,
4534,,,2309,ADP-glucose phosphorylase,kegg:C00008 + kegg:C00103 = kegg:C00498 + kegg:C00009,,2.7.7,ADP(aq) + D-glucose 1-phosphate(aq) = ADPglucose(aq) + orthophosphate(aq),,06MCC/ARA,298.15,7,0.025,,None = -log[Mg+2],,,,,4,spectrophotometry and enzymatic assay,spectrophotometry and enzymatic assay,
4535,,2973,2344,mannitol-1-phosphate 5-dehydrogenase,kegg:C00644 + kegg:C00003 = kegg:C00085 + kegg:C00004,,4.3.1.1 & 1.1.1.17,D-mannitol-1-phosphate(aq) + NAD(ox)(aq) = D-fructose 6-phosphate(aq) + NAD(red)(aq),,81KIS/NIE,298.15,9,0.79,,None = -log[Mg+2],,,,,,spectrophotometry, chemical analysis and spectrophotometry,
4536,,3612,2347,"2,5-diketo-D-gluconate reductase",kegg:C15673 + kegg:C00006 = kegg:C02780 + kegg:C00005,,4.3.1.1 & 1.1.1.274,"2-keto-L-gulonate(aq) + NADP(ox)(aq) = 2,5-diketo-D-gluconate(aq) + NADP(red)(aq)",,87MIL/EST,298.15,9.2,0.00089,,None = -log[Mg+2],,,,,,spectrophotometry, chemical analysis and spectrophotometry,
4537,,3613,2348,"2,5-diketo-D-gluconate reductase",kegg:C15673 + kegg:C00006 = kegg:C02780 + kegg:C00005,,4.3.1.1 & 1.1.1.274,"2-keto-L-gulonate(aq) + NADP(ox)(aq) = 2,5-diketo-D-gluconate(aq) + NADP(red)(aq)",,87MIL/EST,298.15,9.6,0.0022,,None = -log[Mg+2],,,,,,spectrophotometry, chemical analysis and spectrophotometry and polarimetry,
4538,,,2369,"glucan 1,4--glucosidase",kegg:C00208 + kegg:C00001 = 2 kegg:C00031,,3.2.1.3,maltose(aq) + H2O(l) = 2 D-glucose(aq),,65ONO/HIR,298.15,4.5,,,,,,,,,calorimetry,,
4539,,,2370,"glucan 1,4--glucosidase",kegg:C00208 + kegg:C00001 = 2 kegg:C00031,,3.2.1.3,maltose(aq) + H2O(l) = 2 D-glucose(aq),,65ONO/HIR,308.15,4.5,,,,,,,,,calorimetry,,
4540,,,2384,carnitine dehydratase,kegg:C00318 = kegg:C04114 + kegg:C00001,,4.2.1.89,L-carnitine(aq) = 4-(trimethylammonio)but-2-enoate(aq) + H2O(l),,89JUN/JUN,310.15,7.8,1.5,,None = -log[Mg+2],,,,,,radioactivity,radioactivity,
4541,,5,2415,ADPglucose phosphodiesterase,kegg:C00498 + kegg:C00001 = kegg:C00103 + kegg:C00020,,4.3.1.1 & 3.1.4,ADPglucose(aq) + H2O(l) =-D-glucose 1-phosphate(aq) + AMP(aq),,00ROD/BAR,298.15,7,110,,None = -log[Mg+2],,,,,,spectophotometry and chromatography, chemical analysis and chromatography and spectophotometry,
4542,,,2430,"glucan 1,4--glucosidase",kegg:C00252 + kegg:C00001 = 2 kegg:C00031,,3.2.1.3,isomaltose(aq) + H2O(l) = 2 D-glucose(aq),,80BEY/ROE,328,,34,,None = -log[Mg+2],,,,,,HPLC,HPLC,
4543,,,2604,deoxyribose-phosphate aldolase,kegg:C00673 = kegg:C00118 + kegg:C00084,,4.1.2.4,2-deoxy-D-ribose 5-phosphate(aq) = D-glyceraldehyde 3-phosphate(aq) + acetaldehyde(aq),,01TIS/IHL,298.15,7,0.00024,,None = -log[Mg+2],,,,,,,,
4544,,,2605,fructose-bisphosphate aldolase,kegg:C00354 = kegg:C00111 + kegg:C00118,,4.1.2.13,"D-fructose 1,6-bisphosphate(aq) = glycerone phosphate(aq) + D-glyceraldehyde 3-phosphate(aq)",,01TIS/IHL,298.15,,0.0001,,None = -log[Mg+2],,,,,,,,
4545,,,2641,isochorismate synthase,kegg:C00251 = kegg:C00885,,5.4.99.6,chorismate(aq) = isochorismate(aq),,00TEW/DAV,298.15,7.34,0.84,,None = -log[Mg+2],0.31,,0.31,,,chromatography,chromatography,
4546,,,2642,isochorismate synthase,kegg:C00251 = kegg:C00885,,5.4.99.6,chorismate(aq) = isochorismate(aq),,00TEW/DAV,298.15,6.93,,,None = -log[Mg+2],0.23,,0.3,,,calorimetry and chromatography,chromatography,
4547,,,2662,"pyruvate, water dikinase",kegg:C00002 + kegg:C00022 + kegg:C00001 = kegg:C00020 + kegg:C00074 + kegg:C00009,,2.7.9.2,ATP(aq) + pyruvate(aq) + H2O(l) = AMP(aq) + phosphoenolpyruvate(aq) + orthophosphate(aq),,99SAK/UTS,323.15,6.5,52,,None = -log[Mg+2],,,,,,enzymatic assay,enzymatic assay,
